school,sex,age,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,averageG,Pedu
MS,M,0.16666666666666652,R,LE3,T,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,0.125,9,10,11,0.25,1.5
MS,F,0.33333333333333304,R,GT3,T,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,0.0625,7,9,10,0.04999999999999982,2.0
MS,M,0.33333333333333304,R,GT3,T,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0.0,8,13,10,0.30000000000000004,2.0
MS,M,0.5,R,GT3,T,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0.0,12,12,13,0.6000000000000001,0.5
MS,M,0.33333333333333304,R,GT3,T,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0.0,10,9,10,0.19999999999999996,1.0
MS,M,0.5,U,LE3,T,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,0.1875,10,9,10,0.19999999999999996,1.0
MS,F,0.16666666666666652,R,LE3,T,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0.0,11,13,12,0.55,2.0
MS,M,0.16666666666666652,R,GT3,T,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,0.0625,11,9,10,0.25,2.5
MS,M,0.16666666666666652,R,LE3,T,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0.0,10,10,9,0.19999999999999996,1.0
MS,M,0.5,R,GT3,T,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,0.0625,9,7,9,0.0,1.0
MS,M,0.6666666666666665,U,GT3,T,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,0.125,6,11,9,0.04999999999999982,2.5
MS,M,0.6666666666666665,U,GT3,T,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,0.125,8,9,9,0.04999999999999982,1.5
MS,F,0.33333333333333304,U,GT3,T,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,0.28125,7,9,10,0.04999999999999982,1.0
MS,M,0.833333333333333,R,GT3,T,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,0.375,8,11,10,0.19999999999999996,1.0
MS,F,0.5,R,GT3,A,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,0.25,10,11,10,0.30000000000000004,3.5
MS,M,0.5,R,GT3,T,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,0.25,9,10,11,0.25,2.5
MS,M,0.6666666666666665,R,GT3,T,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,0.25,10,9,11,0.25,1.0
MS,M,0.33333333333333304,U,GT3,T,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,0.125,8,9,10,0.09999999999999987,3.0
MS,M,0.5,U,LE3,T,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0.0,9,10,9,0.15000000000000013,2.0
MS,M,0.6666666666666665,R,GT3,T,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0.125,8,9,10,0.09999999999999987,1.0
MS,F,0.33333333333333304,R,GT3,T,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0.0,10,11,11,0.34999999999999987,0.0
MS,F,0.33333333333333304,U,GT3,T,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0.0,8,10,9,0.09999999999999987,2.5
MS,F,0.33333333333333304,U,LE3,T,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0.0,7,10,10,0.09999999999999987,1.5
MS,F,0.5,U,GT3,T,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,0.0625,12,13,14,0.7,2.0
MS,F,0.33333333333333304,U,GT3,T,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0.0,11,12,13,0.55,3.0
MS,F,0.5,U,LE3,A,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0.0,12,13,14,0.7,1.5
MS,M,0.5,U,LE3,T,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,0.25,10,11,11,0.34999999999999987,1.5
MS,M,0.5,R,GT3,T,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,0.15625,12,13,14,0.7,4.0
MS,M,0.33333333333333304,R,GT3,T,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,0.125,12,13,14,0.7,1.0
MS,F,0.5,U,GT3,T,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,0.125,8,8,10,0.04999999999999982,2.0
MS,F,0.5,U,LE3,T,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0.0,11,12,13,0.55,2.0
MS,F,0.5,U,GT3,T,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,0.0625,9,10,10,0.19999999999999996,1.0
MS,F,0.33333333333333304,R,LE3,A,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,0.15625,11,11,12,0.4500000000000002,1.5
MS,F,0.5,U,LE3,A,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,0.0625,8,10,11,0.19999999999999996,1.0
MS,F,0.5,U,GT3,T,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0.0,11,11,12,0.4500000000000002,1.5
MS,F,0.5,R,GT3,T,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,0.15625,14,14,15,0.9000000000000001,2.0
MS,M,0.33333333333333304,R,GT3,T,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,0.125,10,11,11,0.34999999999999987,3.5
MS,F,0.5,U,GT3,T,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0.0,10,10,10,0.25,3.0
MS,F,0.33333333333333304,R,GT3,T,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,0.0625,12,12,12,0.55,4.0
MS,F,0.33333333333333304,U,LE3,A,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0.0,15,14,15,0.95,2.5
MS,M,0.5,U,LE3,T,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,0.0625,14,13,14,0.8,1.0
MS,F,0.5,U,GT3,T,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0.1875,13,12,13,0.6499999999999999,3.0
MS,F,0.33333333333333304,U,LE3,T,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,0.125,15,14,15,0.95,4.0
MS,F,0.33333333333333304,R,GT3,T,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0.0,13,13,13,0.7,1.5
MS,M,0.5,R,GT3,T,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0.0,8,10,9,0.09999999999999987,2.0
MS,F,0.33333333333333304,R,GT3,T,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0.0,8,8,9,0.0,1.0
MS,F,0.5,U,GT3,T,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0.0,10,10,10,0.25,2.5
MS,M,0.5,R,LE3,T,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,0.09375,9,10,10,0.19999999999999996,1.5
MS,F,0.33333333333333304,U,GT3,T,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,0.25,10,11,12,0.40000000000000013,2.0
MS,F,0.5,R,GT3,T,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,0.125,10,11,12,0.40000000000000013,1.0
MS,F,0.5,R,LE3,T,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,0.03125,13,14,14,0.8,4.0
MS,F,0.33333333333333304,R,GT3,T,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,0.3125,8,9,9,0.04999999999999982,2.0
MS,M,0.33333333333333304,U,GT3,T,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,0.125,14,15,16,1.0000000000000002,2.5
MS,F,0.33333333333333304,U,GT3,T,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0.0,6,9,11,0.04999999999999982,3.5
MS,F,0.5,R,GT3,T,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,0.125,7,9,10,0.04999999999999982,4.0
MS,F,0.6666666666666665,R,GT3,T,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0.125,10,11,10,0.30000000000000004,2.5
MS,F,0.5,U,GT3,T,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0.1875,11,12,9,0.34999999999999987,1.0
MS,M,0.33333333333333304,U,LE3,T,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,0.1875,10,10,10,0.25,2.0
MS,M,0.5,R,LE3,T,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0.125,10,11,11,0.34999999999999987,2.5
